sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
25N03075	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03075	25N03075-Plate3	raw_data/01.RawData_2025/B_25N03075/B_25N03075_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03075/B_25N03075_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3678981.158	3702770.741
25N03076	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03076	25N03076-Plate3	raw_data/01.RawData_2025/B_25N03076/B_25N03076_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03076/B_25N03076_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4038951.317	4041577.078
25N03077	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03077	25N03077-Plate3	raw_data/01.RawData_2025/B_25N03077/B_25N03077_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03077/B_25N03077_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4052570.05	4077726.436
25N03078	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03078	25N03078-Plate3	raw_data/01.RawData_2025/B_25N03078/B_25N03078_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03078/B_25N03078_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4180072.136	4209135.463
25N03097	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03097	25N03097-Plate3	raw_data/01.RawData_2025/B_25N03097/B_25N03097_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03097/B_25N03097_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3581279.327	3607592.774
25N03098	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03098	25N03098-Plate3	raw_data/01.RawData_2025/B_25N03098/B_25N03098_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03098/B_25N03098_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3790056.855	3845470.85
25N03099	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03099	25N03099-Plate3	raw_data/01.RawData_2025/B_25N03099/B_25N03099_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03099/B_25N03099_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3287268.822	3332017.49
25N03100	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03100	25N03100-Plate3	raw_data/01.RawData_2025/B_25N03100/B_25N03100_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03100/B_25N03100_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3862863.563	3912135.563
25N03101	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03101	25N03101-Plate3	raw_data/01.RawData_2025/B_25N03101/B_25N03101_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03101/B_25N03101_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4078939.193	4134125.461
25N03102	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03102	25N03102-Plate3	raw_data/01.RawData_2025/B_25N03102/B_25N03102_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03102/B_25N03102_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3976717.591	4030455.13
25N03103	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03103	25N03103-Plate3	raw_data/01.RawData_2025/B_25N03103/B_25N03103_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03103/B_25N03103_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4016159.144	4056768.13
25N03104	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03104	25N03104-Plate3	raw_data/01.RawData_2025/B_25N03104/B_25N03104_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03104/B_25N03104_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3344464	3382159.593
25N03105	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03105	25N03105-Plate3	raw_data/01.RawData_2025/B_25N03105/B_25N03105_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03105/B_25N03105_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3106049.747	3127691.357
25N03106	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03106	25N03106-Plate3	raw_data/01.RawData_2025/B_25N03106/B_25N03106_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03106/B_25N03106_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3562990.904	3611599.099
25N03107	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03107	25N03107-Plate3	raw_data/01.RawData_2025/B_25N03107/B_25N03107_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03107/B_25N03107_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3345955.203	3371164.308
25N03108	1	Plate3	22W5NLLT4	ILLUMINA	7	25N03108	25N03108-Plate3	raw_data/01.RawData_2025/B_25N03108/B_25N03108_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N03108/B_25N03108_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4004807.955	4058653.456
25N13574	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13574	25N13574-Plate3	raw_data/01.RawData_2025/B_25N13574/B_25N13574_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13574/B_25N13574_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4022983.342	4061498.219
25N13576	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13576	25N13576-Plate3	raw_data/01.RawData_2025/B_25N13576/B_25N13576_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13576/B_25N13576_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4320612.99	4350639.956
25N13577	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13577	25N13577-Plate3	raw_data/01.RawData_2025/B_25N13577/B_25N13577_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13577/B_25N13577_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4149601.234	4223044.88
25N13578	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13578	25N13578-Plate3	raw_data/01.RawData_2025/B_25N13578/B_25N13578_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13578/B_25N13578_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3626721.514	3648785.082
25N13579	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13579	25N13579-Plate3	raw_data/01.RawData_2025/B_25N13579/B_25N13579_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13579/B_25N13579_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3978552.149	4035084.618
25N13580	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13580	25N13580-Plate3	raw_data/01.RawData_2025/B_25N13580/B_25N13580_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13580/B_25N13580_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3999602.906	4054270.512
25N13581	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13581	25N13581-Plate3	raw_data/01.RawData_2025/B_25N13581/B_25N13581_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13581/B_25N13581_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4176104.953	4223928.369
25N13582	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13582	25N13582-Plate3	raw_data/01.RawData_2025/B_25N13582/B_25N13582_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13582/B_25N13582_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3695055.142	3738117.844
25N13583	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13583	25N13583-Plate3	raw_data/01.RawData_2025/B_25N13583/B_25N13583_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13583/B_25N13583_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3485149.77	3531799.375
25N13584	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13584	25N13584-Plate3	raw_data/01.RawData_2025/B_25N13584/B_25N13584_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13584/B_25N13584_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3964564.632	3995273.391
25N13585	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13585	25N13585-Plate3	raw_data/01.RawData_2025/B_25N13585/B_25N13585_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13585/B_25N13585_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3827679.368	3873336.464
25N13586	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13586	25N13586-Plate3	raw_data/01.RawData_2025/B_25N13586/B_25N13586_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13586/B_25N13586_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4207009.292	4277994.951
25N13631	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13631	25N13631-Plate3	raw_data/01.RawData_2025/B_25N13631/B_25N13631_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13631/B_25N13631_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4691288.911	4745184.907
25N13632	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13632	25N13632-Plate3	raw_data/01.RawData_2025/B_25N13632/B_25N13632_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13632/B_25N13632_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3921978.103	3979929.197
25N13633	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13633	25N13633-Plate3	raw_data/01.RawData_2025/B_25N13633/B_25N13633_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13633/B_25N13633_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3468650.594	3516857.375
25N13634	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13634	25N13634-Plate3	raw_data/01.RawData_2025/B_25N13634/B_25N13634_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13634/B_25N13634_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4679234.958	5286238.954
25N13635	1	Plate3	22W5NLLT4	ILLUMINA	7	25N13635	25N13635-Plate3	raw_data/01.RawData_2025/B_25N13635/B_25N13635_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N13635/B_25N13635_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4575147.016	4678088.121
25N17421	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17421	25N17421-Plate3	raw_data/01.RawData_2025/B_25N17421/B_25N17421_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17421/B_25N17421_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3565077.22	3632173.871
25N17422	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17422	25N17422-Plate3	raw_data/01.RawData_2025/B_25N17422/B_25N17422_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17422/B_25N17422_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3696643.815	3714380.306
25N17423	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17423	25N17423-Plate3	raw_data/01.RawData_2025/B_25N17423/B_25N17423_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17423/B_25N17423_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3555570.037	3606301.998
25N17424	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17424	25N17424-Plate3	raw_data/01.RawData_2025/B_25N17424/B_25N17424_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17424/B_25N17424_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3439637.191	3484864.32
25N17425	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17425	25N17425-Plate3	raw_data/01.RawData_2025/B_25N17425/B_25N17425_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17425/B_25N17425_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3925011.509	4001242.694
25N17426	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17426	25N17426-Plate3	raw_data/01.RawData_2025/B_25N17426/B_25N17426_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17426/B_25N17426_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3905512.976	3955980.936
25N17427	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17427	25N17427-Plate3	raw_data/01.RawData_2025/B_25N17427/B_25N17427_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17427/B_25N17427_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4199879.054	4263821.965
25N17428	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17428	25N17428-Plate3	raw_data/01.RawData_2025/B_25N17428/B_25N17428_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17428/B_25N17428_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4516889.653	4481487.758
25N17429	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17429	25N17429-Plate3	raw_data/01.RawData_2025/B_25N17429/B_25N17429_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17429/B_25N17429_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4383862.489	4374086.282
25N17430	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17430	25N17430-Plate3	raw_data/01.RawData_2025/B_25N17430/B_25N17430_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17430/B_25N17430_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4385792.375	4441788.543
25N17431	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17431	25N17431-Plate3	raw_data/01.RawData_2025/B_25N17431/B_25N17431_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17431/B_25N17431_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4335202.771	4341805.781
25N17432	1	Plate3	22W5NLLT4	ILLUMINA	7	25N17432	25N17432-Plate3	raw_data/01.RawData_2025/B_25N17432/B_25N17432_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N17432/B_25N17432_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4208933.318	4244653.651
25N19612	1	Plate3	22W5NLLT4	ILLUMINA	7	25N19612	25N19612-Plate3	raw_data/01.RawData_2025/B_25N19612/B_25N19612_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N19612/B_25N19612_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4436731.095	4447005.909
25N19613	1	Plate3	22W5NLLT4	ILLUMINA	7	25N19613	25N19613-Plate3	raw_data/01.RawData_2025/B_25N19613/B_25N19613_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N19613/B_25N19613_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	4607139.825	4628603.874
25N19614	1	Plate3	22W5NLLT4	ILLUMINA	7	25N19614	25N19614-Plate3	raw_data/01.RawData_2025/B_25N19614/B_25N19614_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N19614/B_25N19614_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3897115.162	3878558.193
25N19615	1	Plate3	22W5NLLT4	ILLUMINA	7	25N19615	25N19615-Plate3	raw_data/01.RawData_2025/B_25N19615/B_25N19615_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N19615/B_25N19615_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3912413.957	3953182.64
25N19616	1	Plate3	22W5NLLT4	ILLUMINA	7	25N19616	25N19616-Plate3	raw_data/01.RawData_2025/B_25N19616/B_25N19616_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N19616/B_25N19616_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	3781194.698	3810258.555
25N19617	1	Plate3	22W5NLLT4	ILLUMINA	7	25N19617	25N19617-Plate3	raw_data/01.RawData_2025/B_25N19617/B_25N19617_CKDL250026537-1A_22W5NLLT4_L7_1.fq.gz	raw_data/01.RawData_2025/B_25N19617/B_25N19617_CKDL250026537-1A_22W5NLLT4_L7_2.fq.gz	5358829.508	5370783.878
