sample	unit	library	flowcell	platform	lane	sample_id	barcode	fq1	fq2	kb1	kb2
23N16233	1	Plate1	225C2WLT4	ILLUMINA	3	23N16233	23N16233-Plate1	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16233/B_23N16233_CKDL240009632-1A_225C2WLT4_L3_1.fq.gz	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16233/B_23N16233_CKDL240009632-1A_225C2WLT4_L3_2.fq.gz	4349385.336	4361962.808
23N16235	1	Plate1	225C2WLT4	ILLUMINA	3	23N16235	23N16235-Plate1	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16235/B_23N16235_CKDL240009632-1A_225C2WLT4_L3_1.fq.gz	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16235/B_23N16235_CKDL240009632-1A_225C2WLT4_L3_2.fq.gz	12628858.714	12759096.674
23N16237	1	Plate2	225CWMLT4	ILLUMINA	1	23N16237	23N16237-Plate2	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16237/B_23N16237_CKDL240009631-1A_225CWMLT4_L1_1.fq.gz	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16237/B_23N16237_CKDL240009631-1A_225CWMLT4_L1_2.fq.gz	5894549.772	5924789.743
23N16238	1	Plate1	225C2WLT4	ILLUMINA	3	23N16238	23N16238-Plate1	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16238/B_23N16238_CKDL240009632-1A_225C2WLT4_L3_1.fq.gz	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16238/B_23N16238_CKDL240009632-1A_225C2WLT4_L3_2.fq.gz	4141872.375	4184291.923
23N16239	1	Plate1	225C2WLT4	ILLUMINA	3	23N16239	23N16239-Plate1	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16239/B_23N16239_CKDL240009632-1A_225C2WLT4_L3_1.fq.gz	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16239/B_23N16239_CKDL240009632-1A_225C2WLT4_L3_2.fq.gz	3364314.917	3400002.754
23N16240	1	Plate2	225CWMLT4	ILLUMINA	1	23N16240	23N16240-Plate2	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16240/B_23N16240_CKDL240009631-1A_225CWMLT4_L1_1.fq.gz	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16240/B_23N16240_CKDL240009631-1A_225CWMLT4_L1_2.fq.gz	2404208.735	2326573.505
23N16241	1	Plate2	225CWMLT4	ILLUMINA	1	23N16241	23N16241-Plate2	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16241/B_23N16241_CKDL240009631-1A_225CWMLT4_L1_1.fq.gz	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16241/B_23N16241_CKDL240009631-1A_225CWMLT4_L1_2.fq.gz	3465393.47	3408121.821
23N16242	1	Plate1	225C2WLT4	ILLUMINA	3	23N16242	23N16242-Plate1	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16242/B_23N16242_CKDL240009632-1A_225C2WLT4_L3_1.fq.gz	raw_data/BANS_Plate1_Novoseq/01.RawData/B_23N16242/B_23N16242_CKDL240009632-1A_225C2WLT4_L3_2.fq.gz	4035307.353	4005305.046
23N16243	1	Plate2	225CWMLT4	ILLUMINA	1	23N16243	23N16243-Plate2	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16243/B_23N16243_CKDL240009631-1A_225CWMLT4_L1_1.fq.gz	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16243/B_23N16243_CKDL240009631-1A_225CWMLT4_L1_2.fq.gz	1390533.702	1386109.302
23N16244	1	Plate2	225CWMLT4	ILLUMINA	1	23N16244	23N16244-Plate2	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16244/B_23N16244_CKDL240009631-1A_225CWMLT4_L1_1.fq.gz	raw_data/BANS_Plate2_Novoseq/01.RawData/B_23N16244/B_23N16244_CKDL240009631-1A_225CWMLT4_L1_2.fq.gz	3873767.761	3878341.306
24N02336	1	Plate2	225CWMLT4	ILLUMINA	1	24N02336	24N02336-Plate2	raw_data/BANS_Plate2_Novoseq/01.RawData/B_24N02336/B_24N02336_CKDL240009631-1A_225CWMLT4_L1_1.fq.gz	raw_data/BANS_Plate2_Novoseq/01.RawData/B_24N02336/B_24N02336_CKDL240009631-1A_225CWMLT4_L1_2.fq.gz	2762086.043	2763022.983
24N02337	1	Plate2	225CWMLT4	ILLUMINA	1	24N02337	24N02337-Plate2	raw_data/BANS_Plate2_Novoseq/01.RawData/B_24N02337/B_24N02337_CKDL240009631-1A_225CWMLT4_L1_1.fq.gz	raw_data/BANS_Plate2_Novoseq/01.RawData/B_24N02337/B_24N02337_CKDL240009631-1A_225CWMLT4_L1_2.fq.gz	3380776.727	3335281.076
